config,question,answer,contexts,ground_truth,f1,bert_f1
Setup_Default,What is asthma?,"Asthma is a disease in which the air passages of the lungs become inflamed and narrowed. It is characterized by episodic wheezing, cough, and dyspnea, and can present as nighttime cough or poorly controlled chronic dyspnea or chest tightness. Triggers include allergens, irritants, infections, drugs, cold air, exercise, and stress. The condition involves inflammation and constriction of the air passages.","['mg in 24 hours.\nKEY TERMS\nAsthma—A disease in which the air passages of\nthe lungs become inflamed and narrowed.\nBronchitis —Inflammation of the air passages of\nthe lungs.\nChronic—A word used to describe a long-lasting\ncondition. Chronic conditions often develop grad-\nually and involve slow changes.\nCough suppressant —Medicine that stops or pre-\nvents coughing.\nEmphysema —An irreversible lung disease in\nwhich breathing becomes increasingly difficult.\nMucus—Thick fluid produced by the moist mem-', 'Chapter 2 Pulmonary Diseases 43\n2\nAsthma\n■ Essentials of Diagnosis\n• Episodic wheezing, cough, and dyspnea; poorly controlled chronic\ndyspnea or chest tightness; can present as nighttime cough\n• Triggers include: allergens (pets), irritants (smoke), infections\n(viral), drugs (aspirin), cold air, exercise, stress\n• Prolonged expiratory time, wheezing; if severe, pulsus paradoxus \n• Peripheral eosinophilia; mucus casts, eosinophils in sputum']","Asthma is a chronic inflammatory disease of airways causing reversible narrowing, leading to wheezing, breathlessness, chest tightness, and coughing, especially at night or early morning.",0.23529411764705882,0.8405930399894714
Setup_Default,What is pneumonia?,"Pneumonia is an infection of the lungs where the air sacs (alveoli) and/or lung tissues become swollen, and the alveoli may fill with pus or fluid. This prevents the lungs from taking in sufficient oxygen, depriving the blood and body's tissues of oxygen. It is a condition that affects the lungs' ability to intake oxygen. The swelling and fluid buildup in the lungs are key characteristics of pneumonia.","['Description\nPneumonia is an infection of the lungs. The air sacs\n(alveoli) and/or the tissues of the lungs become swollen,\nand the alveoli may fill with pus or fluid. This prevents the\nlungs from taking in sufficient oxygen, which deprives the\nblood and the rest of the body’s tissues of oxygen.\nThere are three major types of Chlamydia: Chlamy-\ndia psittaci, Chlamydia pneumoniae, and Chlamydia tra-\nchomatis. Each of these has the potential to cause a type\nof pneumonia.\nCauses and symptoms', 'Chlamydial pneumonia refers to one of several\ntypes of pneumonia that can be caused by various types\nof the bacteria known as Chlamydia.\nGALE ENCYCLOPEDIA OF MEDICINE 2770\nChlamydial pneumonia']","Pneumonia is infection of lung tissue causing inflammation of alveoli, often filled with fluid or pus, resulting in fever, cough, difficulty breathing, and chest pain.",0.21505376344086022,0.8333977460861206
Setup_Default,What is hypoxia?,"Hypoxia refers to a condition related to altitude sickness, also known as apoxia. It is listed as a differential diagnosis for hypoglycemia in adults, alongside central nervous system disease. No further information on the definition of hypoxia is provided in the context. 

However, another term 'Apoxia' is mentioned which refers to altitude sickness.","['KEY TERMS\nApoxia—Apoxia refers to altitude sickness.\nArrhythmia—Irregular heartbeat.\nCentral nervous system —Part of the nervous sys-\ntem consisting of the brain, cranial nerves and\nspinal cord. The brain is the center of higher\nprocesses, such as thought and emotion and is\nresponsible for the coordination and control of\nbodily activities and the interpretation of informa-\ntion from the senses. The cranial nerves and spinal\ncord link the brain to the peripheral nervous sys-', '188 Current Essentials of Medicine\n7\nHypoglycemia in the Adult\n■ Essentials of Diagnosis\n• Blurred vision, diplopia, headache, slurred speech, weakness,\nsweating, palpitations, tremulousness, altered mentation; focal\nneurologic signs common\n• Plasma glucose < 40 mg/dL\n• Causes include alcoholism, postprandial hypoglycemia (eg, post-\ngastrectomy), insulinoma, medications (insulin, sulfonylureas,\npentamidine), adrenal insufﬁciency\n■ Differential Diagnosis\n• Central nervous system disease\n• Hypoxia']","Hypoxia is a condition where body tissues receive insufficient oxygen, leading to cellular dysfunction and potential organ damage if prolonged or severe.",0.13333333333333336,0.767569899559021
Setup_Default,What is digestion?,"Digestion is the mechanical, chemical, and enzymatic process in which food is converted into materials suitable for use by the body. It involves the breakdown of food into simpler forms that can be absorbed and utilized by the body. This process enables the body to make use of the nutrients from the food consumed.","['Digestion—The mechanical, chemical, and enzy-\nmatic process in which food is converted into the\nmaterials suitable for use by the body.\nEnzyme—A substance produced by the body to\nassist in a chemical reaction. In carbohydrate\nintolerance, lack of an enzyme makes it impossi-\nble for one type of sugar to be broken down into a\nsimpler form so that it can be absorbed by the\nintestines and used by the body.\nMetabolism —All the physical and chemical\nchanges that take place within an organism.', 'at regular intervals. If undigested lactose in the large\nintestine (colon) is fermented by bacteria, various gases\nare produced. Hydrogen is absorbed from the intestines\nKEY TERMS\nCeliac disease—A disease, occurring in both chil-\ndren and adults, which is caused by a sensitivity to\ngluten, a protein found in grains. It results in\nchronic inflammation and shrinkage of the lining\nof the small intestine.\nDigestion—The mechanical, chemical, and enzy-']","Digestion is the process of breaking down food into smaller molecules for absorption and use by the body, involving mechanical and chemical processes.",0.2857142857142857,0.8859267234802246
Setup_Default,What is gastritis?,"Gastritis may be acute (erosive) or indolent (atrophic) with multiple varied causes. It is characterized by symptoms such as nausea, vomiting, anorexia, and nondescript upper abdominal distress. The condition can also present with mild epigastric tenderness to palpation, and some patients may have iron deficiency anemia. A definitive diagnosis is made through endoscopy with gastric biopsy.","['Chapter 3 Gastrointestinal Diseases 83\n3\nGastritis\n■ Essentials of Diagnosis\n• May be acute (erosive) or indolent (atrophic); multiple varied causes\n• Symptoms often vague and include nausea, vomiting, anorexia,\nnondescript upper abdominal distress\n• Mild epigastric tenderness to palpation; in some, physical signs\nabsent\n• Iron deﬁciency anemia not unusual\n• Endoscopy with gastric biopsy for deﬁnitive diagnosis\n• Multiple associations include stress and diminished mucosal blood', 'cytologic examination diagnostic\n• Associated with atrophic gastritis, Helicobacter pylori ; role of\ndiet, previous partial gastrectomy controversial\n■ Differential Diagnosis\n• Benign gastric ulcer\n• Gastritis\n• Functional or irritable bowel syndrome\n• Other gastric tumors (eg, leiomyosarcoma, lymphoma)\n■ Treatment\n• Resection for cure; palliative resection with gastroenterostomy in\nselected cases\n• Perioperative chemotherapy or adjuvant chemoradiotherapy in']","Gastritis is inflammation of stomach lining caused by infection, stress, alcohol, or drugs, leading to pain, nausea, vomiting, and possible bleeding.",0.20779220779220778,0.799613356590271
Setup_Default,What is jaundice?,"Jaundice is a condition where the skin and whites of the eyes take on a yellowish color due to an increase of bilirubin in the blood. This occurs when levels of bilirubin are abnormally high, causing the yellowish tint. Bilirubin is a compound produced by the liver when red blood cells break down. The condition is characterized by this yellowish discoloration.","['Jaundice—A condition where the skin and whites\nof the eyes take on a yellowish color due to an\nincrease of bilirubin (a compound produced by\nthe liver) in the blood.\nReye’s syndrome —A serious, life-threatening ill-\nness in children, usually developing after a bout of\nflu or chickenpox, and often associated with the\nuse of aspirin. In fatal cases, there is evidence of\naccumulation of fat in the liver.\nTriglycerides—A type of fat consumed in the diet\nand produced by and stored in the body as an', 'tains many different substances, including bile\nsalts, cholesterol, and bilirubin. After a meal, the\ngallbladder pumps bile into the duodenum (the\nfirst part of the small intestine) to keep the intes-\ntine’s contents at the appropriate pH for digestion,\nand to help break down fats.\nBilirubin —Produced when red blood cells break\ndown. It is a yellowish color and when levels are\nabnormally high, it causes the yellowish tint to\neyes and skin known as jaundice.']","Jaundice is yellow discoloration of skin and eyes due to increased bilirubin levels, often caused by liver disease, bile duct obstruction, or hemolysis.",0.2619047619047619,0.858651340007782
Setup_Default,What is diarrhea?,"Diarrhea is defined as an increase in stool weight, typically above 10 oz (300 g) per day, mainly due to excess water. It is characterized by a decrease in stool consistency, rather than just an increase in the frequency of bowel movements. The medical definition distinguishes diarrhea from conditions like hyperdefecation or incontinence. Diarrhea can be classified into acute, lasting one to two weeks, and chronic, lasting longer than 23 weeks.","['use of diaphragms and vaginal tampons. The symp-\ntoms include high fever, vomiting, and diarrhea.\nDiarrhea\nDefinition\nTo most individuals, diarrhea means an increased\nfrequency or decreased consistency of bowel move-\nments; however, the medical definition is more exact\nthan this. In many developed countries, the average num-\nber of bowel movements is three per day. However,\nresearchers have found that diarrhea best correlates with\nan increase in stool weight; stool weights above 10 oz', '(300 g) per day generally indicates diarrhea. This is\nmainly due to excess water, which normally makes up\n60–85% of fecal matter. In this way, true diarrhea is dis-\ntinguished from diseases that cause only an increase in\nthe number of bowel movements (hyperdefecation), or\nincontinence (involuntary loss of bowel contents).\nDiarrhea is also classified by physicians into acute,\nwhich lasts one to two weeks, and chronic, which contin-\nues for longer than 23 weeks. Viral and bacterial infec-']","Diarrhea is frequent passage of loose or watery stools, commonly due to infection, food intolerance, or gastrointestinal disorders, leading to dehydration and electrolyte imbalance.",0.14736842105263157,0.7893362641334534
Setup_Default,What is constipation?,"Constipation is an acute or chronic condition characterized by infrequent bowel movements with difficulty passing stools, often hard in consistency. It can lead to painful defecation and may cause stool withholding and encopresis. Constipation is defined as bowel movements that occur less often than usual or consist of hard, dry stools that are painful or difficult to pass. In most cases, no underlying cause is identified, but it may be caused by anatomic abnormalities, neurologic problems, or endocrine disorders. A positive family history may also be a factor.","['elbows close to the body\n• inhaling, then lifting the head (face forward) and chest\noff the floor\nGALE ENCYCLOPEDIA OF MEDICINE 2\n907\nConstipation\nTransverse colon\nDescending colon\nStool\nSigmoid colon\nRectum\nConstipation is an acute or chronic condition in which\nbowel movements occur less often than usual or consist of\nhard, dry stools that are painful or difficult to pass.\n(Illustra-\ntion by Electronic Illustrators Group).', '484 Current Essentials of Medicine\n18\nConstipation\n■ Essentials of Diagnosis\n• Deﬁned as infrequent bowel movements associated with difﬁ-\nculty passing; stools are often hard in consistency\n• Can lead to painful defecation and eventually stool withholding\nand encopresis\n• May be caused by anatomic abnormalities, neurologic problems, or\nendocrine disorders; in most cases, however, no cause is identiﬁed\n• A positive family history may be elicited']","Constipation is infrequent or difficult bowel movements, often caused by low fiber intake, dehydration, or reduced physical activity, leading to discomfort and straining.",0.1981981981981982,0.8326994180679321
Setup_Default,What is neuron?,"A neuron is a cell within the body that makes up the nervous system, specifically those along which information travels. These cells are a key component of the nervous system. They facilitate the transmission of information. 

Let me know if I can help with anything else.","['organ or organism.\nNeuron—The cells within the body which make\nup the nervous system, specifically those along\nwhich information travels.\nPhysiological—Pertaining to the functioning of an\norgan, as governed by the interactions between its\nphysical and chemical conditions.\nPsychological—Pertaining to the mind, its mental\nprocesses, and its emotional makeup.\nStimulus/stimuli —Action or actions performed\non an individual which predictably provoke(s) a\nreaction.', 'Epinephrine—Epinephrine, also called adrenaline,\nis a naturally occurring hormone released by the\nadrenal glands in response to signals from the sym-\npathetic nervous system. These signals are triggered\nby stress, exercise, or by emotions such as fear.\nGanglioneuroma —A ganglioneuroma is a tumor\ncomposed of mature nerve cells.\nNeuroblastoma—Neuroblastoma is a tumor of the\nadrenal glands or sympathetic nervous system.\nNeuroblastomas can range from being relatively\nharmless to highly malignant.']",Neuron is the basic functional unit of nervous system responsible for transmitting electrical and chemical signals between different parts of body.,0.1492537313432836,0.8014348149299622
Setup_Default,What is stroke?,"According to the provided context, a stroke is characterized by the sudden onset of neurologic deficit, which may include focal weakness, sensory defects, visual field cut, aphasia, and confusion. If stroke-like symptoms resolve in less than 24 hours, it is defined as a transient ischemic attack (TIA). A stroke typically results from risk factors such as tobacco, hypertension, diabetes, hypercholesterolemia, carotid atherosclerosis, valvular heart disease, and atrial fibrillation.","['Chapter 12 Neurologic Diseases 359\nIschemic Stroke and Transient Ischemic Attack\n■ Essentials of Diagnosis\n• Risk factors:  Tobacco, hypertensi on, di abetes, hypercholes-\nterolemia, carotid atherosclerosis, valvular heart di sease, atrial\nﬁbrillation\n• Sudden onset of neurologic deﬁcit, may include focal weakness,\nsensory defects, visual ﬁeld cut, aphasia, confusion\n• If stroke-like symptoms resolve in < 24 hours, deﬁned as a tran-\nsient ischemic attack (TIA)', 'or stroke.\nReference\nHaymore JG, Mejico LJ. Retinal vascular occlusion syndromes. Int Ophthalmol\nClin 2009;49:63. [PMID: 19584622] \n20']","Stroke occurs when blood supply to part of brain is interrupted or reduced, causing brain cell death and leading to neurological deficits like paralysis or speech loss.",0.10526315789473684,0.7550997734069824
Setup_Default,What is epilepsy?,"Epilepsy is a neurological disorder characterized by recurrent seizures with or without a loss of consciousness. It is defined as the tendency toward recurrent seizures, which are paroxysmal, transitory alterations of central nervous system function. Seizures may be generalized or focal, with or without alteration of consciousness.","['1153\nElectrolyte disorders\nKEY TERMS\nEpilepsy —A neurological disorder characterized\nby recurrent seizures with or without a loss of con-\nsciousness.\nIctal EEG—Used to measure brain activity during\na seizure. May be useful in learning more about\npatients who aren’t responding to conventional\ntreatments.', 'Chapter 12 Neurologic Diseases 357\nIdiopathic Epilepsy\n■ Essentials of Diagnosis\n• Epilepsy is the tendency toward recurrent seizures\n• Seizures are paroxysmal, transitory alterations of central nervous\nsystem function; may be generalized or focal with or without alter-\nation of consciousness\n• Metabolic panel to rule out sodium, glucose, or calcium disorders;\nurine toxicology screen; antiepileptic drug levels may be helpful\n• CT or MRI important to rule out structural lesion; lumbar punc-']","Epilepsy is a neurological disorder characterized by recurrent seizures due to abnormal electrical activity in brain, affecting consciousness, movement, or behavior.",0.29411764705882354,0.8621575236320496
Setup_Default,What is reflex action?,"In the provided context, a reflex is given either by spray or is gargled, typically as part of a medical procedure. It appears to be a method of administering a substance to a patient, likely to facilitate a procedure. The reflex is not further described in the context. No additional information about reflex action is available.","['reflex is given either by spray or is gargled. Patients are\nusually sedated for the procedure (though not always) by\ninjection of medications into a vein. The endoscopist\nthen has the patient swallow the scope, which is passed\nthrough the upper gastrointestinal tract. The lens or cam-\nera at the end of the instrument allows the endoscopist to\nexamine each portion of the upper gastrointestinal tract;\nphotos can be taken for reference. Air is pumped in', 'motion is influenced by several structures: configuration\nof bone surfaces within the joint, joint capsule, liga-\nments, and muscles and tendons acting on the joint.\nThere are three types of range of motion exercises: pas-\nsive, active, and active assists. Passive range of motion is\nmovement applied to a joint solely by another person or\npersons or a passive motion machine. When passive\nrange of motion is applied, the joint of an individual\nreceiving exercise is completely relaxed while the out-']","Reflex action is an automatic, rapid response to a stimulus without conscious control, mediated through spinal cord pathways for protection and quick reaction.",0.12658227848101267,0.7593235969543457
Setup_Default,What is coma?,"Coma is a state of extreme unresponsiveness, characterized by a lack of voluntary movement or behavior. It is derived from the Greek word ""koma,"" meaning deep sleep. In a deep coma, even painful stimuli cannot elicit a response, and normal reflexes may be lost. Coma exists on a spectrum with other altered states of consciousness.","['Carol A. Turkington\nComa\nDefinition\nComa, from the Greek word “koma,” meaning deep\nsleep, is a state of extreme unresponsiveness, in which an\nindividual exhibits no voluntary movement or behavior.\nFurthermore, in a deep coma, even painful stimuli\n(actions which, when performed on a healthy individual,\nresult in reactions) are unable to affect any response, and\nnormal reflexes may be lost.\nDescription\nComa lies on a spectrum with other alterations in con-', 'Metabolic causes of coma are diagnosed from blood\nwork and urinalysis to evaluate blood chemistry, drug\nscreen, and blood cell abnormalities that may indicate\ninfection. Anatomic causes of coma are diagnosed from\ncomputed tomography scans (CT) or magnetic reso-\nnance imaging (MRI) scans.\nTreatment\nComa is a medical emergency, and attention must\nfirst be directed to maintaining the patient’s respiration\nand circulation, using intubation aand ventilation, admin-']",Coma is a prolonged state of unconsciousness where a person cannot be awakened and does not respond to stimuli due to severe brain dysfunction.,0.2278481012658228,0.8091040253639221
