config,question,answer,contexts,ground_truth,f1,bert_f1
Setup_Model4,What is asthma?,"Asthma is a disease in which the air passages of the lungs become inflamed and narrowed. This leads to symptoms such as episodic wheezing, cough, and dyspnea. It can be triggered by various factors including allergens, irritants, infections, and stress. Asthma is a chronic condition that often develops gradually and involves slow changes.","['Chapter 2 Pulmonary Diseases 43\n2\nAsthma\n■ Essentials of Diagnosis\n• Episodic wheezing, cough, and dyspnea; poorly controlled chronic\ndyspnea or chest tightness; can present as nighttime cough\n• Triggers include: allergens (pets), irritants (smoke), infections\n(viral), drugs (aspirin), cold air, exercise, stress\n• Prolonged expiratory time, wheezing; if severe, pulsus paradoxus \n• Peripheral eosinophilia; mucus casts, eosinophils in sputum', 'mg in 24 hours.\nKEY TERMS\nAsthma—A disease in which the air passages of\nthe lungs become inflamed and narrowed.\nBronchitis —Inflammation of the air passages of\nthe lungs.\nChronic—A word used to describe a long-lasting\ncondition. Chronic conditions often develop grad-\nually and involve slow changes.\nCough suppressant —Medicine that stops or pre-\nvents coughing.\nEmphysema —An irreversible lung disease in\nwhich breathing becomes increasingly difficult.\nMucus—Thick fluid produced by the moist mem-']","Asthma is a chronic inflammatory disease of airways causing reversible narrowing, leading to wheezing, breathlessness, chest tightness, and coughing, especially at night or early morning.",0.23076923076923075,0.8413877487182617
Setup_Model4,What is pneumonia?,"Pneumonia is an infection of the lungs. The air sacs (alveoli) and/or the tissues of the lungs become swollen, and the alveoli may fill with pus or fluid. This prevents the lungs from taking in sufficient oxygen, which deprives the blood and the rest of the body's tissues of oxygen.","['Description\nPneumonia is an infection of the lungs. The air sacs\n(alveoli) and/or the tissues of the lungs become swollen,\nand the alveoli may fill with pus or fluid. This prevents the\nlungs from taking in sufficient oxygen, which deprives the\nblood and the rest of the body’s tissues of oxygen.\nThere are three major types of Chlamydia: Chlamy-\ndia psittaci, Chlamydia pneumoniae, and Chlamydia tra-\nchomatis. Each of these has the potential to cause a type\nof pneumonia.\nCauses and symptoms', 'Eosinophilic pneumonia\nDefinition\nEosinophilic pneumonia is a group of diseases in\nwhich there is an above normal number of eosinophils in\nthe lungs and blood.\nDescription\nEosinophilia is an increase in the number of\neosinophils. Eosinophilic pneumonia is characterized\nby a large number of eosinophils in the lungs, usually in\nthe absence of an infectious disease. Eosinophils are\none of the white blood cells and are classified as a gran-\nulocyte. They are part of the non-specific immune sys-']","Pneumonia is infection of lung tissue causing inflammation of alveoli, often filled with fluid or pus, resulting in fever, cough, difficulty breathing, and chest pain.",0.21333333333333335,0.8321928381919861
Setup_Model4,What is hypoxia?,I couldn't find a definitive answer in the provided medical documents for this question. Please provide more context or rephrase your query.,"['when one rises to a standing position. Also known\nas postural hypotension.\nOsmotic pressure— Pressure that occurs when two\nsolutions of differing concentrations are separated\nby a semipermeable membrane, such as a cellular\nwall, and the lower concentration solute is drawn\nacross the membrane into the higher concentra-\ntion solute (osmosis).\nTetany—A disorder of the nervous system charac-\nterized by muscle cramps, spasms of the arms and\nlegs, and numbness of the extremities.', 'KEY TERMS\nApoxia—Apoxia refers to altitude sickness.\nArrhythmia—Irregular heartbeat.\nCentral nervous system —Part of the nervous sys-\ntem consisting of the brain, cranial nerves and\nspinal cord. The brain is the center of higher\nprocesses, such as thought and emotion and is\nresponsible for the coordination and control of\nbodily activities and the interpretation of informa-\ntion from the senses. The cranial nerves and spinal\ncord link the brain to the peripheral nervous sys-']","Hypoxia is a condition where body tissues receive insufficient oxygen, leading to cellular dysfunction and potential organ damage if prolonged or severe.",0.09090909090909091,0.676278293132782
Setup_Model4,What is digestion?,"Digestion is the mechanical, chemical, and enzymatic process in which food is converted into the materials suitable for use by the body. This process involves the breakdown of food into simpler forms that can be absorbed and utilized by the body.","['Digestion—The mechanical, chemical, and enzy-\nmatic process in which food is converted into the\nmaterials suitable for use by the body.\nEnzyme—A substance produced by the body to\nassist in a chemical reaction. In carbohydrate\nintolerance, lack of an enzyme makes it impossi-\nble for one type of sugar to be broken down into a\nsimpler form so that it can be absorbed by the\nintestines and used by the body.\nMetabolism —All the physical and chemical\nchanges that take place within an organism.', 'absorption of fluids. Also, certain substances in the colon,\nGALE ENCYCLOPEDIA OF MEDICINE 2 1065\nDiarrhea']","Digestion is the process of breaking down food into smaller molecules for absorption and use by the body, involving mechanical and chemical processes.",0.34375000000000006,0.8967960476875305
Setup_Model4,What is gastritis?,"Gastritis is a gastrointestinal disease that may be acute (erosive) or indolent (atrophic) and has multiple varied causes. Symptoms often include nausea, vomiting, anorexia, and nondescript upper abdominal distress. It may also be associated with mild epigastric tenderness to palpation, and iron deficiency anemia is not unusual. A definitive diagnosis is made through endoscopy with gastric biopsy.","['Chapter 3 Gastrointestinal Diseases 83\n3\nGastritis\n■ Essentials of Diagnosis\n• May be acute (erosive) or indolent (atrophic); multiple varied causes\n• Symptoms often vague and include nausea, vomiting, anorexia,\nnondescript upper abdominal distress\n• Mild epigastric tenderness to palpation; in some, physical signs\nabsent\n• Iron deﬁciency anemia not unusual\n• Endoscopy with gastric biopsy for deﬁnitive diagnosis\n• Multiple associations include stress and diminished mucosal blood', '82 Current Essentials of Medicine\n3\nGastric Ulcer\n■ Essentials of Diagnosis\n• Epigastric pain unpredictably relieved by food or antacids; weight\nloss, anorexia, vomiting\n• Iron deﬁciency anemia, fecal occult blood positive\n• Ulcer demonstrated by barium study or endoscopy\n• Caused by Helicobacter pylori (in 70% of cases), NSAIDs, gas-\ntric malignancy, or rarely, Zollinger-Ellison syndrome\n• Endoscopic biopsy or documentation of complete healing neces-\nsary to exclude malignancy']","Gastritis is inflammation of stomach lining caused by infection, stress, alcohol, or drugs, leading to pain, nausea, vomiting, and possible bleeding.",0.1794871794871795,0.8015051484107971
Setup_Model4,What is jaundice?,Jaundice is a condition where the skin and whites of the eyes take on a yellowish color due to an increase of bilirubin in the blood. This occurs when there is an excessive amount of bilirubin produced by the liver.,"['Jaundice—A condition where the skin and whites\nof the eyes take on a yellowish color due to an\nincrease of bilirubin (a compound produced by\nthe liver) in the blood.\nReye’s syndrome —A serious, life-threatening ill-\nness in children, usually developing after a bout of\nflu or chickenpox, and often associated with the\nuse of aspirin. In fatal cases, there is evidence of\naccumulation of fat in the liver.\nTriglycerides—A type of fat consumed in the diet\nand produced by and stored in the body as an', 'untreated, there is a high risk of death for both the moth-\ner and baby. Severe liver damage that may require a liver\ntransplant can occur in the mother if the condition is not\nrecognized early.\nPrevention\nPrevention consists of maintaining a well balanced diet\nand healthy lifestyle with moderate or no alcohol consump-\ntion. Pregnant women require good prenatal care so that\nsymptoms can be recognized and treated as early as possi-\nKEY TERMS\nJaundice—A condition where the skin and whites']","Jaundice is yellow discoloration of skin and eyes due to increased bilirubin levels, often caused by liver disease, bile duct obstruction, or hemolysis.",0.3174603174603175,0.8591514825820923
Setup_Model4,What is diarrhea?,"Diarrhea is defined as an increase in stool weight, with stool weights above 10 oz. This medical definition is more exact than the general understanding of diarrhea as an increased frequency or decreased consistency of bowel movements. In many developed countries, the average number of bowel movements is three per day.","['use of diaphragms and vaginal tampons. The symp-\ntoms include high fever, vomiting, and diarrhea.\nDiarrhea\nDefinition\nTo most individuals, diarrhea means an increased\nfrequency or decreased consistency of bowel move-\nments; however, the medical definition is more exact\nthan this. In many developed countries, the average num-\nber of bowel movements is three per day. However,\nresearchers have found that diarrhea best correlates with\nan increase in stool weight; stool weights above 10 oz', 'KEY TERMS\nDysentery —A type of diarrhea caused by infec-\ntion and characterized by mucus and blood in the\nstools.\nEmpirical treatment —Medical treatment that is\ngiven on the basis of the doctor’s observations and\nexperience.\nEscherichia coli —A type of enterobacterium that\nis responsible for most cases of severe bacterial\ndiarrhea in the United States.\nHemolytic-uremic syndrome (HUS)—A potential-\nly fatal complication of E. coli infections character-']","Diarrhea is frequent passage of loose or watery stools, commonly due to infection, food intolerance, or gastrointestinal disorders, leading to dehydration and electrolyte imbalance.",0.10666666666666666,0.7627480626106262
Setup_Model4,What is constipation?,"Constipation is defined as infrequent bowel movements associated with difficulty passing stools, which are often hard in consistency. This can lead to painful defecation and eventually stool withholding and encopresis. It may be caused by various factors, including anatomic abnormalities, neurologic problems, or endocrine disorders. In most cases, no cause is identified.","['484 Current Essentials of Medicine\n18\nConstipation\n■ Essentials of Diagnosis\n• Deﬁned as infrequent bowel movements associated with difﬁ-\nculty passing; stools are often hard in consistency\n• Can lead to painful defecation and eventually stool withholding\nand encopresis\n• May be caused by anatomic abnormalities, neurologic problems, or\nendocrine disorders; in most cases, however, no cause is identiﬁed\n• A positive family history may be elicited', 'Chronic constipation may be a symptom of colorec-\ntal cancer, depression, diabetes, diverticulosis (small\npouches in the muscles of the large intestine), lead poi-\nsoning, or Parkinson’s disease.\nIn someone who is elderly or disabled, constipation\nmay be a symptom of bowel impaction, a more serious\ncondition in which feces are trapped in the lower part of\nthe large intestine. A doctor should be called if an elderly\nor disabled person is constipated for a week or more or if']","Constipation is infrequent or difficult bowel movements, often caused by low fiber intake, dehydration, or reduced physical activity, leading to discomfort and straining.",0.26666666666666666,0.8500441908836365
Setup_Model4,What is neuron?,"The neuron is defined as the cells within the body which make up the nervous system, specifically those along which information travels.","['organ or organism.\nNeuron—The cells within the body which make\nup the nervous system, specifically those along\nwhich information travels.\nPhysiological—Pertaining to the functioning of an\norgan, as governed by the interactions between its\nphysical and chemical conditions.\nPsychological—Pertaining to the mind, its mental\nprocesses, and its emotional makeup.\nStimulus/stimuli —Action or actions performed\non an individual which predictably provoke(s) a\nreaction.', 'Peripheral nerves —Nerves throughout the body\nthat carry information to and from the spinal cord.']",Neuron is the basic functional unit of nervous system responsible for transmitting electrical and chemical signals between different parts of body.,0.18604651162790697,0.829165518283844
Setup_Model4,What is stroke?,A stroke is a sudden neurological deficit related to impaired blood supply to the brain.,"['brain or spinal cord.\nStroke—Sudden neurological deficit related to\nimpaired blood supply to the brain.\nhemorrhage. Petechial hemorrhages (tiny hemorrhages\ninvolving many small vessels) may produce recurrent,\nbrief neurologic symptoms secondary to seizures or\ndecreased blood flow, or may produce rapidly progres-\nsive dementia (loss of memory and other brain functions)\nthat worsens in distinct steps rather than gradually. Over\n40% of patients with hemorrhage secondary to CAA also\nhave dementia.', 'Chapter 12 Neurologic Diseases 355\nHemorrhagic Stroke\n■ Essentials of Diagnosis\n• Risk factors: Hypertension, excessi ve alcohol use, cocaine and\nmethamphetamine abuse, antiplatelet or anticoagulation therapy\n• Sudden onset of neurologic deﬁcit, variably including focal weak-\nness, sensory abnormalities, visual ﬁeld cut, aphasia, or altered\nmentation; often with headache\n• CT of the head will show intracranial hemorrhage immediately; MRI,']","Stroke occurs when blood supply to part of brain is interrupted or reduced, causing brain cell death and leading to neurological deficits like paralysis or speech loss.",0.2857142857142857,0.8494167327880859
Setup_Model4,What is epilepsy?,"Epilepsy is the tendency toward recurrent seizures. Seizures are paroxysmal, transitory alterations of central nervous system function, which may be generalized or focal with or without alteration of consciousness.","['Chapter 12 Neurologic Diseases 357\nIdiopathic Epilepsy\n■ Essentials of Diagnosis\n• Epilepsy is the tendency toward recurrent seizures\n• Seizures are paroxysmal, transitory alterations of central nervous\nsystem function; may be generalized or focal with or without alter-\nation of consciousness\n• Metabolic panel to rule out sodium, glucose, or calcium disorders;\nurine toxicology screen; antiepileptic drug levels may be helpful\n• CT or MRI important to rule out structural lesion; lumbar punc-', 'children and sleeping adults may have a delta wave pat-\ntern of under four cycles per second.\nAbnormal results\nThe EEG readings of patients with epilepsy or other\nseizure disorders display bursts or spikes of electrical activ-\nity. In focal epilepsy, spikes are restricted to one hemi-\nsphere of the brain. If spikes are generalized to both hemi-\nspheres of the brain, multifocal epilepsy may be present.\nThe diagnostic brainwave patterns of other disorders']","Epilepsy is a neurological disorder characterized by recurrent seizures due to abnormal electrical activity in brain, affecting consciousness, movement, or behavior.",0.19999999999999998,0.8460461497306824
Setup_Model4,What is reflex action?,"Reflex action is an involuntary response to a stimulus, triggered by a reflex arc that involves the stimulation of sensory receptors, transmission of signals to the brain or spinal cord, and a response from the effector organ. In the context of coughing, a reflex action is triggered when an irritant stimulates cough receptors, leading to a cough. This is an example of a reflex action, where the body responds automatically to a stimulus without conscious thought.","['that can be heard. Coughing protects the respiratory sys-\ntem by clearing it of irritants and secretions.\nDescription\nWhile people can generally cough voluntarily, a\ncough is usually a reflex triggered when an irritant stim-\nulates one or more of the cough receptors found at dif-\nferent points in the respiratory system. These receptors\nthen send a message to the cough center in the brain,\nwhich in turn tells the body to cough. A cough begins\nwith a deep breath in, at which point the opening', 'triggered by an electrical impulse. These electrical\nimpulses travel through specialized cells that form a con-\nduction system. Following this pathway ensures that con-\ntractions will occur in a coordinated manner.\nWhen the presence of all waves is observed in the\nelectrocardiogram and these waves follow the order\ndefined alphabetically, the heart is said to show a normal\nsinus rhythm, and impulses may be assumed to be fol-\nlowing the regular conduction pathway.']","Reflex action is an automatic, rapid response to a stimulus without conscious control, mediated through spinal cord pathways for protection and quick reaction.",0.24242424242424246,0.8313927054405212
Setup_Model4,What is coma?,"Coma is a state of extreme unresponsiveness, characterized by no voluntary movement or behavior. In a deep coma, even painful stimuli cannot elicit a response, and normal reflexes may be lost. This condition lies on a spectrum with other alterations in consciousness. Coma is derived from the Greek word ""koma,"" meaning deep sleep. It is a state of profound unconsciousness.","['Carol A. Turkington\nComa\nDefinition\nComa, from the Greek word “koma,” meaning deep\nsleep, is a state of extreme unresponsiveness, in which an\nindividual exhibits no voluntary movement or behavior.\nFurthermore, in a deep coma, even painful stimuli\n(actions which, when performed on a healthy individual,\nresult in reactions) are unable to affect any response, and\nnormal reflexes may be lost.\nDescription\nComa lies on a spectrum with other alterations in con-', 'Ropper, Allan H., and Joseph B. Martin. “Acute Confusional\nStates and Coma.” In Harrison’s Principles of Internal\nMedicine, ed. Anthony S. Fauci, et al. New York:\nMcGraw-Hill, 1997.\nPERIODICALS\nEngeler, Amy. “A Life on Hold: What a Coma Really Looks\nLike.” Redbook, July 1996, 72+.\nORGANIZATIONS\nAmerican Academy of Neurology. 1080 Montreal Ave., St.\nPaul, MN 55116. (612) 695-1940. <http://www.aan.com>.\nComa Recovery Association, Inc. 570 Elmont Rd., Suite 104,\nElmont, NY 11003. (516) 355-0951.']",Coma is a prolonged state of unconsciousness where a person cannot be awakened and does not respond to stimuli due to severe brain dysfunction.,0.21428571428571425,0.8163663744926453
Setup_Model4,What is hormone?,"A hormone is a chemical messenger produced by the endocrine glands or certain other cells. It is usually carried in the bloodstream and regulates some metabolic activities. Hormones are secreted by a gland and released into the blood, allowing them to travel to distant cells where they exert an effect.","['Hormone —A chemical messenger produced by\nthe endocrine glands or certain other cells. Hor-\nmones are usually carried in the blood stream and\nregulate some metabolic activities.\nSteroids—Hormones, including aldosterone, cor-\ntisol, and androgens, derived from cholesterol that\nshare a four-ring structure.\nopenings for surgical instruments. Adrenalectomy is fol-\nlowed by hormone therapy, but in lower doses than CAH\npatients not treated surgically receive.\nPrognosis', 'Hormone —A chemical messenger secreted by a\ngland and released into the blood, which allows it\nto travel to distant cells where it exerts an effect.\nOvary—One of the two almond-shaped glands in\nthe female body that produces the hormones\nestrogen and progesterone.\nOvulation —The monthly release of an egg from\nan ovary.\nProgesterone —The hormone produced by the\novary after ovulation that prepares the uterine lin-\ning for a fertilized egg.\nUterus—The female reproductive organ that con-']","Hormones are chemical messengers secreted by endocrine glands that regulate body functions such as growth, metabolism, reproduction, and homeostasis.",0.2318840579710145,0.8297941088676453
